name,city,cuisines,cost,online_delivery,rating,votes,value_score
Cool Point,New Delhi,"Desserts, Beverages",100,No,4.2,69,42.0
Haji Shabrati Nihari Wale,New Delhi,Mughlai,200,No,4.0,115,20.0
Karim's,New Delhi,"Mughlai, North Indian",800,No,4.0,4689,5.0
Qureshi Kabab Corner,New Delhi,Mughlai,200,No,4.3,76,21.5
Bake Bikaner,New Delhi,"North Indian, South Indian, Chinese, Street Food",500,Yes,3.3,86,6.6
Barista,New Delhi,Cafe,650,Yes,3.3,74,5.076923076923077
Behrouz Biryani,New Delhi,Biryani,600,Yes,3.4,49,5.666666666666666
Brunchilli,New Delhi,"North Indian, Chinese",800,Yes,3.2,84,4.0
Cafe Coffee Day,New Delhi,Cafe,450,No,3.4,50,7.555555555555555
Chawla Dillivala,New Delhi,"North Indian, Chinese",600,No,2.7,91,4.500000000000001
Dhaba Ambarsariya,New Delhi,"North Indian, Chinese",700,Yes,3.3,23,4.714285714285714
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,3.4,88,4.857142857142857
GPW - The Food Hub,New Delhi,"North Indian, Chinese",400,Yes,3.0,70,7.5
Green Bhojanalya,New Delhi,North Indian,400,Yes,3.2,96,8.0
Hira Sweets,New Delhi,"North Indian, South Indian, Street Food, Fast Food, Mithai",600,No,2.5,85,4.166666666666667
Hot Curries,New Delhi,"North Indian, Mughlai, Chinese",700,Yes,3.4,60,4.857142857142857
Meenu Caterers,New Delhi,"North Indian, Chinese",600,Yes,2.7,82,4.500000000000001
Moti Mahal Delux,New Delhi,"North Indian, Mughlai, Chinese",1000,Yes,2.6,105,2.6
New Kadimi,New Delhi,"North Indian, South Indian, Chinese, Fast Food",600,Yes,2.5,162,4.166666666666667
Polka Pastry & Snack Bar,New Delhi,"Bakery, Fast Food",350,No,3.2,62,9.142857142857144
Pudding & Pie,New Delhi,"Bakery, Fast Food",450,No,3.4,66,7.555555555555555
Singz,New Delhi,"North Indian, Chinese",700,No,2.5,46,3.571428571428571
Slice of Italy,New Delhi,"Italian, Pizza, Bakery",700,Yes,3.4,198,4.857142857142857
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,Yes,3.1,69,6.2
Suruchee,New Delhi,"Bengali, North Indian",500,Yes,3.4,52,6.8
The Bubble Tea Cafe,New Delhi,Cafe,600,Yes,3.0,182,5.0
The Destination,New Delhi,"Chinese, Mughlai",1400,Yes,3.3,85,2.357142857142857
The Night Delights,New Delhi,"North Indian, Chinese",800,Yes,3.4,102,4.25
Tingling Pepper,New Delhi,"North Indian, Chinese, Continental, Fast Food",400,Yes,3.4,69,8.5
Wah G Wah,New Delhi,"North Indian, Chinese",450,Yes,2.7,37,6.0
Midnight Hunger Hub,New Delhi,"North Indian, Fast Food, Italian, Asian",800,Yes,4.5,50,5.625
BarShala,New Delhi,Finger Food,600,No,3.5,40,5.833333333333334
Bemisaal Reloaded,New Delhi,"North Indian, Chinese",1250,Yes,3.8,128,3.0399999999999996
Bon Appí©tit,New Delhi,Fast Food,350,Yes,3.8,212,10.857142857142858
Burger Point,New Delhi,"Burger, Fast Food",300,No,3.6,164,12.0
Cakes 'n' Crumbs,New Delhi,Bakery,400,Yes,3.6,70,9.000000000000002
China Fort,New Delhi,"Chinese, North Indian, Thai",700,Yes,3.5,74,5.0
Giani,New Delhi,"Ice Cream, Desserts",400,Yes,3.5,33,8.75
Hot Cherries,New Delhi,Bakery,400,No,3.6,116,9.000000000000002
KFC,New Delhi,"American, Fast Food",500,Yes,3.5,62,7.0
McDonald's,New Delhi,"Fast Food, Burger",500,Yes,3.6,179,7.2
Pasta Xpress,New Delhi,"Italian, Fast Food",700,Yes,3.6,56,5.142857142857142
Tandoor Bar-Be-Que,New Delhi,"North Indian, Mughlai",600,Yes,3.5,131,5.833333333333334
TBK Kulcha's,New Delhi,"Fast Food, Street Food",300,Yes,3.6,155,12.0
The Pindi,New Delhi,"North Indian, Chinese, Mughlai",1300,Yes,3.5,100,2.692307692307692
The Tangy Tomatoes,New Delhi,"Italian, Chinese, Fast Food, North Indian",400,Yes,3.7,32,9.250000000000002
Thela,New Delhi,"North Indian, Fast Food, Chinese",500,Yes,3.5,87,7.0
Wah Ji Wah,New Delhi,"North Indian, Chinese",450,Yes,3.7,61,8.222222222222223
Muffins,New Delhi,"Bakery, Fast Food",250,No,1.9,66,7.6
Food Scouts,New Delhi,"North Indian, Chinese, Continental",700,Yes,4.3,22,6.142857142857142
Aggarwal Sweet India,New Delhi,"Mithai, Street Food",150,No,2.8,15,18.666666666666664
Bhola Dhaba,New Delhi,North Indian,300,Yes,2.8,30,9.333333333333332
Cake Me Up,New Delhi,Bakery,400,No,3.1,7,7.75
Chawla Snacks,New Delhi,North Indian,250,No,2.9,4,11.6
Chef Joint,New Delhi,"North Indian, Chinese",400,Yes,3.2,45,8.0
China Hut,New Delhi,Chinese,400,Yes,3.0,16,7.5
Chinese Hut,New Delhi,"Chinese, Fast Food",450,Yes,2.8,5,6.222222222222221
Curries & Kebabs,New Delhi,"North Indian, Mughlai, Chinese",500,Yes,2.7,7,5.4
Giani's,New Delhi,"Ice Cream, Desserts",400,No,3.1,9,7.75
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,3.1,15,8.857142857142858
Kabul Restaurant,New Delhi,"Mughlai, Afghani",450,No,2.8,25,6.222222222222221
Kadimi Dukan,New Delhi,"Street Food, Mithai",200,No,3.2,10,16.0
Kadimi Sweets,New Delhi,"Mithai, Street Food",200,No,3.1,42,15.5
McDonald's,New Delhi,"Fast Food, Burger",500,Yes,3.4,62,6.8
Modi Pastry Corner,New Delhi,"Bakery, Fast Food",100,No,2.6,17,26.000000000000004
New Evergreen Hotel,New Delhi,"North Indian, Mughlai",450,No,2.9,7,6.444444444444445
Nikku Hotel,New Delhi,"North Indian, Chinese, Fast Food",500,Yes,2.6,9,5.2
Om Hotel,New Delhi,"North Indian, Mughlai, South Indian",600,No,3.3,140,5.5
Pakeeza Burger,New Delhi,"North Indian, Afghani",600,No,2.6,15,4.333333333333333
Paljees Fresh Baked,New Delhi,"Bakery, Desserts, Fast Food",200,No,3.1,16,15.5
Pinka's Rasoi,New Delhi,North Indian,500,Yes,3.1,21,6.2
Republic of Chicken,New Delhi,"Raw Meats, Fast Food",400,No,2.8,5,6.999999999999999
Sandwich & Sons,New Delhi,Fast Food,500,Yes,3.2,24,6.4
Simple Restaurant,New Delhi,"North Indian, Chinese",500,No,3.0,15,6.0
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,Yes,3.3,78,6.6
Tempting Bar-B-Que,New Delhi,"North Indian, Chinese",650,Yes,3.3,29,5.076923076923077
The Biryani Hut,New Delhi,Biryani,400,No,2.9,5,7.249999999999999
Beliram Degchiwala,New Delhi,"North Indian, Mughlai",900,Yes,3.5,107,3.888888888888889
Instapizza,New Delhi,"Pizza, Fast Food",900,Yes,3.9,55,4.333333333333333
Janta Bakery,New Delhi,"Bakery, Fast Food",150,No,3.6,32,24.0
Pal Refreshment Corner,New Delhi,"North Indian, Chinese",500,Yes,3.5,32,7.0
Transform Nutrition,New Delhi,"Healthy Food, Continental",400,No,3.5,19,8.75
Chawla'sŒ_,New Delhi,"North Indian, Mughlai",800,Yes,2.3,126,2.875
Barbeque Nation,New Delhi,"North Indian, Chinese",1600,No,4.0,744,2.5
Novelty Dairy & Stores,New Delhi,Fast Food,200,No,4.1,352,20.499999999999996
Caara Cafe,New Delhi,"Cafe, European",600,No,3.3,59,5.5
Cafe Coffee Day - The Lounge,New Delhi,Cafe,750,No,3.3,81,4.3999999999999995
Cafe Coffee Day,New Delhi,Cafe,450,No,3.1,34,6.888888888888889
Costa Coffee,New Delhi,Cafe,600,No,3.4,31,5.666666666666666
Gulnar - Hotel Janpath,New Delhi,"North Indian, Chinese",2000,No,3.2,40,1.6
Kalpana Restaurant,New Delhi,"North Indian, Chinese, Mughlai",500,Yes,3.2,40,6.4
Meenas,New Delhi,"North Indian, Chinese",550,No,2.9,7,5.2727272727272725
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,Yes,3.4,116,3.4
Prince Chaat Corner,New Delhi,Street Food,150,No,3.2,12,21.333333333333336
Rajeev Restaurant,New Delhi,North Indian,200,No,3.0,5,15.0
RSVP,New Delhi,Finger Food,3000,No,2.7,16,0.9000000000000001
Samridhi,New Delhi,"Kerala, South Indian",350,No,3.2,85,9.142857142857144
Shan E Dilli,New Delhi,North Indian,400,No,3.0,7,7.5
Svasti Cafe,New Delhi,"North Indian, Fast Food, Bihari",800,No,3.1,6,3.875
The Zest,New Delhi,"North Indian, Continental",1100,No,3.2,11,2.909090909090909
Masala Library,New Delhi,Modern Indian,5000,No,4.9,408,0.98
Bhogal Chole Bhature Wala,New Delhi,Street Food,150,No,3.8,47,25.333333333333332
Bunta Bar,New Delhi,"Modern Indian, North Indian",1200,No,3.9,450,3.25
Cafe Coffee Day The Square,New Delhi,Cafe,700,No,3.7,49,5.285714285714286
Cottage Cafí© by Smoothie factory,New Delhi,"Cafe, Desserts, Healthy Food, Juices",650,Yes,3.7,223,5.6923076923076925
Depaul's,New Delhi,Fast Food,200,No,3.7,475,18.500000000000004
Fresc Co,New Delhi,"Italian, Mediterranean",1900,Yes,3.8,1347,2.0
Informal,New Delhi,"North Indian, Spanish, Mediterranean",1200,No,3.9,555,3.25
Lutyens Cocktail House,New Delhi,"North Indian, Lebanese, European, Mexican",2100,No,3.9,299,1.8571428571428572
McDonald's,New Delhi,"Fast Food, Burger",500,Yes,3.8,158,7.6
Office Office,New Delhi,"North Indian, Continental",1200,No,3.9,291,3.25
Pappu Chat Bhandar,New Delhi,Street Food,150,No,3.5,19,23.333333333333336
The Beer Cafe,New Delhi,"Finger Food, North Indian",1250,No,3.6,1058,2.8800000000000003
The Masala Trail,New Delhi,"North Indian, South Indian, Street Food",800,Yes,3.9,303,4.875
52 Janpath,New Delhi,"American, Italian, North Indian, European, Thai",1550,No,4.2,361,2.709677419354839
Cafe Southall,New Delhi,"North Indian, Italian, Continental, Asian",1350,No,4.2,162,3.111111111111111
Saravana Bhavan,New Delhi,South Indian,500,Yes,4.2,1869,8.4
Tourist Janpath,New Delhi,"North Indian, American, Chinese",2000,No,4.1,501,2.05
Cafe Coffee Day,New Delhi,Cafe,450,No,3.1,23,6.888888888888889
Cafe Punjabi,New Delhi,North Indian,300,No,3.3,33,11.0
Chai Garam,New Delhi,"Beverages, Fast Food",300,No,2.9,6,9.666666666666668
Chai Shots,New Delhi,"Beverages, Fast Food",200,No,3.0,15,15.0
Chao Cart,New Delhi,Chinese,400,No,3.1,4,7.75
Deli Belly,New Delhi,"North Indian, Italian, Continental",1000,No,2.6,49,2.6
Ego,New Delhi,"Continental, Italian",800,No,3.3,14,4.125
Fresh n Refresh,New Delhi,Fast Food,500,No,2.8,22,5.6
Jack Po!tato's,New Delhi,Fast Food,150,No,3.3,15,22.0
Moti Mahal Delux,New Delhi,"North Indian, Mughlai",950,Yes,2.8,26,2.9473684210526314
Pizza Hut Delivery,New Delhi,"Italian, Pizza, Fast Food",800,Yes,2.5,47,3.125
Riviera,New Delhi,"Continental, North Indian, Chinese, Mughlai, Asian",1000,No,3.2,8,3.2
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,Yes,2.8,67,5.6
Tamura,New Delhi,Japanese,1500,No,3.3,19,2.1999999999999997
ANF Kitchen Express,New Delhi,"North Indian, Fast Food",450,No,3.5,49,7.777777777777778
Mumu Dahlin,New Delhi,"Continental, North Indian, Chinese, Cafe",1000,No,3.8,92,3.8
Startup Cafe,New Delhi,Cafe,500,Yes,3.7,78,7.4
Starvin' Marvin,New Delhi,"Italian, Mexican, Lebanese, Continental",600,Yes,3.8,170,6.333333333333333
Wok On Wheels,New Delhi,Chinese,550,Yes,3.8,80,6.909090909090909
Sagar Ratna,New Delhi,"South Indian, North Indian, Chinese",600,Yes,2.4,76,4.0
Paatra - Jaypee Siddharth,New Delhi,North Indian,3500,No,3.4,120,0.9714285714285714
Eggspectation - Jaypee Siddharth,New Delhi,"European, Continental, North Indian",3000,No,3.5,202,1.1666666666666667
Ano Tai - Jaypee Vasant Continental,New Delhi,Chinese,2500,No,3.4,64,1.3599999999999999
Tapas - Jaypee Vasant Continental,New Delhi,North Indian,3000,No,3.2,24,1.0666666666666667
The Old Baker - Jaypee Vasant Continental,New Delhi,Bakery,500,No,3.3,17,6.6
Eggspectation - Jaypee Vasant Continental,New Delhi,"European, Continental, North Indian",3000,No,3.6,162,1.2000000000000002
Paatra - Jaypee Vasant Continental,New Delhi,"North Indian, Mughlai",2500,No,3.5,79,1.4
Ambarsaria by Gourmet Affaire's,New Delhi,Fast Food,400,Yes,3.1,43,7.75
August Moon,New Delhi,"Chinese, Thai",1250,Yes,2.8,142,2.2399999999999998
Keventers,New Delhi,Beverages,400,No,3.3,10,8.25
Moets Curry Leaf Express,New Delhi,"North Indian, Mughlai",900,Yes,3.2,23,3.555555555555556
Natural Ice Cream,New Delhi,Ice Cream,150,Yes,4.5,665,30.0
"34, Chowringhee Lane",New Delhi,Fast Food,300,No,3.2,15,10.666666666666668
Qureshi,New Delhi,"North Indian, Fast Food",350,No,3.0,27,8.571428571428571
Shree Ram Sweet Centre,New Delhi,"Mithai, Street Food",150,No,2.7,13,18.000000000000004
Teflas,New Delhi,"North Indian, Chinese",300,No,3.4,53,11.333333333333332
The Viraj Food Zone,New Delhi,"North Indian, Chinese",500,No,3.2,29,6.4
RollsKing,New Delhi,Fast Food,300,No,3.5,14,11.666666666666668
Secular House Canteen,New Delhi,"North Indian, Mughlai, Chinese",600,Yes,3.8,414,6.333333333333333
Kerala Cafe,New Delhi,"North Indian, South Indian",150,No,2.3,44,15.333333333333332
Veer Jee Restaurant,New Delhi,"North Indian, Mughlai",450,No,3.1,35,6.888888888888889
Oval Bar - JW Marriott New Delhi,New Delhi,Finger Food,4500,No,3.3,15,0.7333333333333334
Bakey Wish,New Delhi,"Bakery, Desserts",300,No,3.0,6,10.0
Bikaner Namkeen Bhandar,New Delhi,"Mithai, Street Food",150,No,3.1,9,20.666666666666668
Chhole Bhature Corner,New Delhi,North Indian,150,No,3.3,21,22.0
Fresh n Frozen,New Delhi,"Raw Meats, Fast Food",200,No,3.1,9,15.5
Pind Punjabi,New Delhi,North Indian,500,Yes,3.0,4,6.0
Sanjha Chulha,New Delhi,"North Indian, Mughlai",700,No,3.1,13,4.428571428571429
Shaan e Punjab,New Delhi,"North Indian, Mughlai",600,No,3.1,21,5.166666666666667
Cafe 27,New Delhi,"North Indian, Chinese, Italian",1550,No,3.6,455,2.3225806451612905
MR.D - Deliciousness Delivered,New Delhi,"North Indian, Italian, Chinese",700,Yes,3.5,367,5.0
Pita Pit,New Delhi,"Healthy Food, Salad",600,Yes,3.8,540,6.333333333333333
Big Chill,New Delhi,"Italian, Continental, European, Cafe",1500,No,4.4,1521,2.9333333333333336
Maxims Pastry Shop,New Delhi,"Bakery, Desserts, Fast Food, Beverages",300,No,4.2,729,14.0
Uncultured Cafe & Bar,New Delhi,"Continental, Chinese, Italian, Finger Food",1500,No,4.3,90,2.8666666666666667
2 Nice 2 Slice,New Delhi,"Bakery, Desserts",1750,No,3.2,17,1.8285714285714287
Aggarwal Bikaneri Sweets,New Delhi,"Mithai, Street Food",250,No,2.9,11,11.6
Aggarwal Sweet Corner & Restaurant,New Delhi,"North Indian, South Indian, Chinese, Mithai",300,No,2.6,38,8.666666666666666
Aggarwal Sweets India,New Delhi,"Mithai, Street Food",100,No,2.8,9,27.999999999999996
Aggarwal's Sweets Paradise,New Delhi,"Mithai, North Indian, South Indian, Street Food",300,No,2.7,16,9.000000000000002
Aggarwal's Sweets,New Delhi,"Mithai, Street Food",150,No,2.9,7,19.333333333333336
Anna Ka Dosa,New Delhi,South Indian,200,Yes,3.4,41,17.0
Big Chow Xpress,New Delhi,"Chinese, North Indian",550,Yes,2.6,58,4.7272727272727275
Bikaner Sweets & Namkeen,New Delhi,"Mithai, Street Food",200,No,2.9,4,14.499999999999998
Cafe Coffee Day,New Delhi,Cafe,450,Yes,2.9,33,6.444444444444445
Cake Plaza,New Delhi,"Bakery, Desserts, Fast Food",200,Yes,3.1,28,15.5
Crispy Tokri,New Delhi,Street Food,200,No,3.1,100,15.5
De Royale Food's,New Delhi,"North Indian, Chinese",550,No,3.2,22,5.818181818181818
Faasos,New Delhi,"North Indian, Fast Food",600,Yes,3.0,4,5.0
Fouji Da Vaishno Dhaba,New Delhi,North Indian,400,No,2.9,14,7.249999999999999
Fun Bytes,New Delhi,Fast Food,250,Yes,2.5,13,10.0
G's Patisserie,New Delhi,"Bakery, Desserts",600,No,2.8,8,4.666666666666666
Giani,New Delhi,"Ice Cream, Desserts",400,Yes,3.2,17,8.0
Gopals 56,New Delhi,"Ice Cream, Desserts",200,No,3.2,8,16.0
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,3.2,26,9.142857142857144
Heaven's Kitchen,New Delhi,"North Indian, Mughlai, Chinese",500,Yes,3.3,85,6.6
Heavens Food Corner,New Delhi,"North Indian, Mughlai, Chinese",500,No,2.8,14,5.6
Just Kababs,New Delhi,"Fast Food, North Indian",250,No,3.4,25,13.6
Keventers,New Delhi,Beverages,400,No,3.2,10,8.0
Komal Kitchen,New Delhi,North Indian,250,No,2.8,7,11.2
Kwality Sweets & Restaurant,New Delhi,South Indian,250,No,2.9,10,11.6
Mehak Food Corner,New Delhi,North Indian,350,No,3.2,87,9.142857142857144
Mr. Sub,New Delhi,Fast Food,400,Yes,3.2,57,8.0
Muradabadi Shahi Biryani & Chicken Corner,New Delhi,"North Indian, Biryani",450,Yes,2.6,24,5.777777777777779
Muradabadi,New Delhi,"Mughlai, Biryani",400,No,3.0,5,7.5
New Radhe Radhe Snacks Corner,New Delhi,North Indian,150,No,3.1,9,20.666666666666668
Nirula's Ice Cream,New Delhi,"Desserts, Ice Cream",250,No,3.2,14,12.8
Noor Restaurant,New Delhi,"North Indian, Mughlai, Chinese",550,Yes,3.4,20,6.181818181818182
Paul's Homemade,New Delhi,"Bakery, Desserts",500,No,3.1,11,6.2
Pinkom's Bar-Be-Que,New Delhi,"North Indian, Mughlai",350,No,3.2,12,9.142857142857144
Prince of China,New Delhi,"Thai, Chinese, Seafood",800,Yes,3.1,70,3.875
Punjabi Corner,New Delhi,North Indian,250,Yes,3.3,55,13.2
Punjabi Snacks,New Delhi,"Street Food, North Indian, South Indian",200,No,2.9,4,14.499999999999998
Quality Food Point,New Delhi,"North Indian, Fast Food, Mughlai",450,No,3.0,10,6.666666666666667
Radhe Shyam,New Delhi,Street Food,150,No,2.8,10,18.666666666666664
Raj South Indian Food,New Delhi,"South Indian, Chinese",250,No,3.0,8,12.0
Roll Club,New Delhi,Fast Food,250,No,3.3,91,13.2
Shameem Kabab Corner,New Delhi,"North Indian, Mughlai",700,No,3.3,67,4.714285714285714
Shiv Dhaba,New Delhi,"North Indian, Chinese",550,No,3.1,92,5.636363636363637
Silver Spoons,New Delhi,"North Indian, Street Food",350,Yes,2.7,6,7.714285714285715
Takkar Dhaba,New Delhi,North Indian,450,Yes,2.6,24,5.777777777777779
The Biryani Wallas,New Delhi,Biryani,650,No,3.2,26,4.923076923076923
The Tuck Shop,New Delhi,Fast Food,700,No,3.3,17,4.714285714285714
Uncle Xpress,New Delhi,Chinese,400,Yes,3.4,80,8.5
Vaishno Rasoi,New Delhi,North Indian,350,Yes,2.6,23,7.428571428571429
Vatika,New Delhi,"North Indian, Mughlai",550,Yes,2.7,52,4.90909090909091
Walk To Italy,New Delhi,Fast Food,300,No,3.1,11,10.333333333333334
Behrouz Biryani,New Delhi,Biryani,600,Yes,3.6,30,6.0
Big Dragon,New Delhi,"Chinese, Thai",800,No,3.6,108,4.500000000000001
Cafe Filter,New Delhi,"Fast Food, Italian, North Indian, Chinese",600,Yes,3.6,22,6.0
Chowki,New Delhi,North Indian,750,Yes,3.7,89,4.933333333333334
Circle Cafe and Bar,New Delhi,"Cafe, North Indian, Lebanese, Continental",800,No,3.5,30,4.375
FreshMenu,New Delhi,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,Yes,3.6,36,6.0
Giani's,New Delhi,"Ice Cream, Desserts",400,Yes,3.5,80,8.75
Gopal's 56,New Delhi,"Ice Cream, Desserts, North Indian, Street Food",200,No,3.8,71,19.0
Instapizza,New Delhi,"Pizza, Fast Food",900,Yes,3.8,492,4.222222222222221
Just Vada Pav,New Delhi,Street Food,150,No,3.6,94,24.0
Khidmat,New Delhi,"North Indian, Mughlai, Chinese",1300,Yes,3.6,372,2.7692307692307696
Naivedyam,New Delhi,South Indian,500,Yes,3.8,495,7.6
New Shere Punjab Dhaba,New Delhi,North Indian,600,No,3.6,91,6.0
Sant Sweets,New Delhi,"Street Food, North Indian, Mithai",250,No,3.5,60,14.0
Tikka- Way,New Delhi,"North Indian, Chinese",850,Yes,3.5,23,4.11764705882353
Punjabi Rasoi,New Delhi,North Indian,350,Yes,2.4,11,6.857142857142857
Punjabi Xpress,New Delhi,"North Indian, Chinese",400,Yes,2.3,9,5.75
The Cake Factory,New Delhi,"Bakery, Fast Food",400,Yes,2.3,19,5.75
"34, Chowringhee Lane",New Delhi,Fast Food,300,No,3.3,86,11.0
Annapurna Restaurant,New Delhi,"North Indian, Chinese",250,Yes,2.5,56,10.0
BTW,New Delhi,"Street Food, North Indian, South Indian, Chinese",400,No,3.1,10,7.75
Cafe Coffee Day,New Delhi,Cafe,450,No,3.3,82,7.333333333333333
Chawla's Chic Inn,New Delhi,"North Indian, Chinese",650,No,3.3,26,5.076923076923077
Chennai Hot Cafe,New Delhi,South Indian,300,No,3.4,75,11.333333333333332
Daawat E Mezbaan,New Delhi,"Mughlai, North Indian",800,No,3.1,77,3.875
Dessert in Desert,New Delhi,"Cafe, Fast Food, Desserts",450,No,3.4,38,7.555555555555555
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,3.4,36,4.857142857142857
Filmy Cafe & Bar,New Delhi,"North Indian, Fast Food, Chinese, Continental",1200,No,2.9,4,2.416666666666667
Firenze,New Delhi,Cafe,500,No,2.8,25,5.6
Giani,New Delhi,"Ice Cream, Desserts",400,Yes,3.4,41,8.5
Gullu's,New Delhi,"North Indian, Mughlai",550,No,3.1,69,5.636363636363637
Manwhar,New Delhi,"South Indian, North Indian, Chinese",650,No,3.2,69,4.923076923076923
Midnight Hunger Hub,New Delhi,"North Indian, Fast Food, Italian, Asian",800,No,3.3,6,4.125
Mini Shop,New Delhi,"Fast Food, Beverages",150,No,3.3,49,22.0
Nine 75 Lounge & Bar,New Delhi,"Chinese, North Indian, Italian, Continental, Fast Food",800,No,3.2,145,4.0
Pradhan Ji Multi Cuisine Restaurant,New Delhi,"North Indian, Chinese, Continental",650,Yes,3.3,41,5.076923076923077
Punjabi Chaap Corner,New Delhi,North Indian,400,Yes,2.9,15,7.249999999999999
Sagar Ratna,New Delhi,"South Indian, North Indian, Chinese",600,Yes,2.7,109,4.500000000000001
Shiva Coffee & South Indian Fast Food,New Delhi,South Indian,300,No,2.7,41,9.000000000000002
The Ice Cafe,New Delhi,"Cafe, Chinese, Continental, Italian, Desserts, Beverages",400,No,3.2,28,8.0
Tikka Junction,New Delhi,"North Indian, Chinese",750,No,3.4,21,4.533333333333333
Trending Eats,New Delhi,"Italian, Fast Food",800,No,3.4,21,4.25
Twenty Four Seven,New Delhi,"Fast Food, North Indian",300,No,3.3,53,11.0
Vikrant Cafe,New Delhi,"South Indian, North Indian",550,Yes,3.3,145,5.999999999999999
Vishal Restaurant,New Delhi,North Indian,600,No,3.1,24,5.166666666666667
Badri Prasad Ramesh Kumar Caterers,New Delhi,North Indian,200,No,3.5,12,17.5
Bistro,New Delhi,Beverages,150,No,3.9,55,26.0
Chaudhary Sweets Corner,New Delhi,"Desserts, Beverages",300,No,3.8,36,12.666666666666666
Chowringhee,New Delhi,"Fast Food, Beverages",250,Yes,3.6,108,14.4
Cones & Curries,New Delhi,Fast Food,250,Yes,3.7,151,14.8
Darvesh Corner,New Delhi,North Indian,550,No,3.6,91,6.545454545454545
Deez Biryani & Kebabs,New Delhi,"Biryani, North Indian, Mughlai",650,Yes,3.7,393,5.6923076923076925
Frozen Pan,New Delhi,"Ice Cream, Fast Food, Beverages",250,No,3.9,72,15.6
Giani's,New Delhi,"Ice Cream, Desserts",400,Yes,3.8,167,9.5
Havmor Ice Cream,New Delhi,Ice Cream,200,Yes,3.7,20,18.500000000000004
Keventers,New Delhi,Beverages,250,No,3.5,61,14.0
Manohar Bikkaneri,New Delhi,"Mithai, Chinese, Street Food",200,No,3.8,83,19.0
Manohar Bikkaneri,New Delhi,"Bakery, Chinese",200,No,3.6,62,18.000000000000004
Nukkadwala,New Delhi,"Fast Food, Street Food",300,Yes,3.7,58,12.333333333333334
Om Di Hatti,New Delhi,"Street Food, North Indian",100,No,3.7,116,37.00000000000001
Orange Tree Cafe,New Delhi,"Continental, Chinese, North Indian",600,No,3.5,21,5.833333333333334
Rigo Noodles,New Delhi,"Chinese, Thai",500,No,3.5,133,7.0
Sethi's The Cake Shop,New Delhi,"Bakery, Fast Food",200,No,3.9,150,19.5
Shake Square,New Delhi,"Beverages, Fast Food",400,No,3.6,261,9.000000000000002
Sharma Kachoriwala,New Delhi,Street Food,50,No,3.7,131,74.00000000000001
Shawarma Wala,New Delhi,Fast Food,300,No,3.7,234,12.333333333333334
Shree Rathnam,New Delhi,"South Indian, North Indian, Chinese",800,Yes,3.5,85,4.375
Shri Bankey Bihari Brajwasi Rasgulle Wala,New Delhi,"Mithai, Street Food",150,No,3.5,36,23.333333333333336
Sid's Kitchen,New Delhi,"North Indian, Chinese",500,Yes,3.8,115,7.6
Subway,New Delhi,"American, Fast Food, Salad, Healthy Food",500,Yes,3.5,143,7.0
Sweet Life By Henna,New Delhi,"Bakery, Desserts",400,No,3.5,47,8.75
The Midnight Heroes,New Delhi,"North Indian, Biryani, Chinese, Fast Food",950,Yes,3.8,41,4.0
Urban Hub,New Delhi,"Chinese, North Indian, Italian, Fast Food",1900,No,3.6,346,1.8947368421052633
Vaishno Chat Bhandar,New Delhi,Street Food,150,No,3.9,223,26.0
Ved Dhaba,New Delhi,North Indian,300,No,3.5,97,11.666666666666668
Veg Ex,New Delhi,North Indian,500,Yes,3.6,24,7.2
Wokin Street,New Delhi,Chinese,300,Yes,3.6,25,12.0
Yadav Namkeens & Bakers,New Delhi,Bakery,100,Yes,3.5,15,35.0
Chill'm Bar & Cafe,New Delhi,"North Indian, Italian, Chinese, Fast Food",600,Yes,4.2,300,7.0
Coffee & Cream,New Delhi,"Beverages, Fast Food",400,No,4.0,108,10.0
Chawla Di Hutti,New Delhi,North Indian,700,No,3.1,59,4.428571428571429
Sher 'A' Punjab Bhojnalya,New Delhi,North Indian,600,Yes,3.3,36,5.5
Guru Rakha,New Delhi,North Indian,600,No,3.1,62,5.166666666666667
Shudh Vaishno Hotel,New Delhi,North Indian,450,Yes,3.4,44,7.555555555555555
Kumar Samose Wala,New Delhi,Street Food,100,No,4.1,187,40.99999999999999
Amigo's Deli,New Delhi,"Mughlai, Fast Food",350,No,3.2,11,9.142857142857144
Ananda Food Express,New Delhi,"North Indian, Chinese",450,Yes,3.2,27,7.111111111111112
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,3.4,33,9.714285714285714
Khana Vaana,New Delhi,"North Indian, South Indian, Chinese",300,No,3.4,32,11.333333333333332
Momoholic,New Delhi,"Chinese, Fast Food, Ice Cream",200,No,3.3,11,16.5
Nazeer Foods,New Delhi,"North Indian, Mughlai, Chinese",550,No,3.3,87,5.999999999999999
